abuse_01,abuse_02,abuse_03,abuse_04,abuse_05,address,changed_01,changed_02,changed_03,cidr_01,cidr_02,city_01,city_02,comments_01,comments_02,comments_03,comments_04,comments_05,comments_06,comments_07,comments_08,comments_09,comments_10,country_01,country_02,created_at,descr_01,descr_02,descr_03,descr_04,descr_05,descr_06,descr_07,descr_08,descr_09,descr_10,email_01,email_02,email_03,email_04,email_05,email_06,email_07,email_08,email_09,email_10,fax_01,fax_02,fax_03,hostmax_01,hostmax_02,hostmax_03,hostmax_04,hostmax_05,hostmax_06,hostmax_07,hostmax_08,hostmax_09,hostmax_10,hostmin_01,hostmin_02,hostmin_03,hostmin_04,hostmin_05,hostmin_06,hostmin_07,hostmin_08,hostmin_09,hostmin_10,inetnum_01,inetnum_02,inetnum_03,inetnum_04,inetnum_05,inetnum_06,inetnum_07,inetnum_08,inetnum_09,inetnum_10,info,mnt_01,mnt_02,mnt_03,mnt_04,mnt_05,mnt_06,name,netcount_01,netcount_02,netcount_03,netcount_04,netcount_05,netcount_06,netcount_07,netcount_08,netcount_09,netcount_10,netmask_01,netmask_02,netmask_03,netmask_04,netmask_05,netmask_06,netmask_07,netmask_08,netmask_09,netmask_10,netname_01,netname_02,nichdl_01,nichdl_02,nichdl_03,nichdl_04,nichdl_05,notes,nserver_01,nserver_02,nserver_03,nslastaa_01,nslastaa_02,organization_01,organization_02,organization_03,organization_04,organization_05,orgname_01,orgname_02,orgname_03,orgname_04,orgname_05,originas_01,originas_02,originas_03,originas_04,originas_05,originas_06,originas_07,originas_08,originas_09,originas_10,other_01,other_02,other_03,other_04,other_05,other_06,other_07,other_08,other_09,other_10,parent_01,parent_02,parent_03,person_01,person_02,person_03,phone_01,phone_02,phone_03,postalcode_01,postalcode_02,ref_01,ref_02,ref_03,ref_04,ref_05,ref_06,ref_07,ref_08,ref_09,ref_10,regdate_01,regdate_02,remarks_01,remarks_02,remarks_03,remarks_04,remarks_05,remarks_06,remarks_07,remarks_08,remarks_09,remarks_10,route_01,route_02,rwhois_01,rwhois_02,rwhois_03,rwhois_04,rwhois_05,source,state_01,state_02,updated_01,updated_02,updated_03,updated_at,w_address_01,w_address_02,w_address_03,w_address_04,w_address_05,w_address_06,w_address_07,w_address_08,w_address_09,w_address_10
NULL,NULL,NULL,NULL,NULL,46.29.78.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RU,NULL,2015-07-07 20:22:06 UTC,Severen-Volga Business centers ( joined networks ),SEVEREN-VOLGA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@svrv.ru,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+7 846 2070105,NULL,NULL,46.29.77.254,46.29.78.254,46.29.79.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.29.77.1,46.29.78.1,46.29.72.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.29.77.0/24,46.29.78.0/24,46.29.72.0/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SEVEREN_VOLGA-MNT,NULL,NULL,NULL,NULL,NULL,NULL,254,254,2046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.0,255.255.255.0,255.255.248.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SEVERENVOLGABISCENTERS,NULL,AV5496-RIPE,DV2113-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS197235,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DV2113-RIPE,AV5496-RIPE,ASSIGNED PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andrew V. Semelit,Dmitriy V. Aslanov,NULL,+7 846 2070101,+7 846 2070111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.29.72.0/21,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Severen-Volga,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,46.38.48.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,RU,NULL,2015-07-07 20:22:06 UTC,colocation TCTEL,TCTEL-NET,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@tel.ru,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+ 7 095 7874200,NULL,NULL,46.38.55.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.38.48.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.38.48.0/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TEL-NET-MNT,NULL,NULL,NULL,NULL,NULL,NULL,2046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.248.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TCTEL-HOSTING,NULL,AMB98-RIPE,IVD8-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS52201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AMB98-RIPE,IVD8-RIPE,ASSIGNED PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Andrew M Botov,Ilya V. Denschikov,NULL,+ 7 495 7874200,+ 7 095 7874200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46.38.48.0/21,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,14  str. Baltiyskaya  Moscow  Russia  125315,3  4th str.8 March  Moscow  Russia  125319,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
abuse@b-link.co.id,NULL,NULL,NULL,NULL,49.0.1.0,hm-changed@apnic.net 20110412,hostmaster@idnic.net 20140916,abuse@b-link.co.id 20130507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ID,NULL,2015-07-07 20:22:06 UTC,PT Transdata Sejahtera,Internet Service Provider,Jl. KH Wachid Hasyim 55A,Purwokerto  Jawa Tengah 53144,NULL,NULL,NULL,NULL,NULL,NULL,abuse@b-link.co.id,hm-changed@apnic.net,hostmaster@idnic.net,hostmaster@b-link.co.id,NULL,NULL,NULL,NULL,NULL,NULL,+62-281-631548,NULL,NULL,49.0.3.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.0.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.0.0.0/22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MNT-APJII-ID,MAINT-ID-TRANSDATA,IRT-TRANSDATA-ID,NULL,NULL,NULL,NULL,1022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.252.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B-LINK-ID,NULL,VCI88-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VCI88-AP,ALLOCATED PORTABLE,IRT-TRANSDATA-ID,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Victor C. Indriarto,NULL,NULL,+62-281-631548,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,PT Transdata Sejahtera,Jl. KH Wachid Hasyim 55A,Purwokerto  Jawa Tengah 53144,Purwokerto 53144  Indonesia,NULL,NULL,NULL,NULL,NULL,NULL
abuse@oneasiahost.com,NULL,NULL,NULL,NULL,49.213.18.24,admin@sg.gs 20130729,abuse@oneasiahost.com 20130824,admin@sg.gs 20110217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SG,NULL,2015-07-07 20:22:06 UTC,OneAsiaHost,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,admin@sg.gs,abuse@oneasiahost.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+65-6305-9998,NULL,NULL,49.213.23.254,49.213.19.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.213.16.1,49.213.16.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.213.16.0/21,49.213.16.0/22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MAINT-SG-SGGS,IRT-ONEASIAHOST-SG,NULL,NULL,NULL,NULL,NULL,2046,1022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.248.0,255.255.252.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ONEASIAHOST,NULL,HC755-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS59211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HC755-AP,ALLOCATED NON-PORTABLE,IRT-ONEASIAHOST-SG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Tan Heng Chai,NULL,NULL,+65-6305-9999,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49.213.16.0/22,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,10 Anson Road,#24-09  International Plaza,Singapore 079903,9 Temasek Boulevard,#19-05  Suntec City Tower 2,Singapore 038989,NULL,NULL,NULL,NULL
LAS12-ARIN,Linode Abuse Support,+1-609-380-7100 ,abuse@linode.com,http://whois.arin.net/rest/poc/LAS12-ARIN,50.116.0.0,NULL,NULL,NULL,50.116.0.0/18,NULL,Galloway,NULL,This block is used for static customer allocations.,http://www.linode.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,US,NULL,2015-07-07 20:22:06 UTC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,support@linode.com,abuse@linode.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.116.63.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.116.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.116.0.0/18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.192.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LINODE-US,NULL,NET-50-116-0-0-1,LNO21-ARIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Linode ( LINOD ),NULL,NULL,NULL,NULL,Linode,Linode Network Operations,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Direct Allocation,2012-02-24,LINOD,2014-08-01,Linode Network Operations,NULL,NULL,NULL,NULL,NULL,NET50 ( NET-50-0-0-0-0 ),NULL,NULL,NULL,NULL,NULL,+1-609-380-7100 ,NULL,NULL,08205,NULL,http://whois.arin.net/rest/net/NET-50-116-0-0-1,http://whois.arin.net/rest/org/LINOD,http://whois.arin.net/rest/poc/LNO21-ARIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011-08-30,2008-04-24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARIN,NJ,NULL,NULL,NULL,NULL,NULL,329 E. Jimmie Leeds Road,Suite A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ABUSE959-ARIN,Steadfast Networks Abuse Department,+1-312-602-2689 ,abuse@steadfast.net,http://whois.arin.net/rest/poc/ABUSE959-ARIN,50.31.0.0,NULL,NULL,NULL,50.31.0.0/17,NULL,Chicago,NULL,Please submit all reports of abuse to,abuse@steadfast.net. Reports sent to,other addresses will not be processed.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,US,NULL,2015-07-07 20:22:06 UTC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@steadfast.net.,abuse@steadfast.net,noc@steadfast.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.31.127.254,50.31.7.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.31.0.1,50.31.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50.31.0.0/17,50.31.0.0/21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32766,2046,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.128.0,255.255.248.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,STEADFAST-6,NULL,NET-50-31-0-0-1,NOG3-ARIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Steadfast Networks ( NOZON ),NULL,NULL,NULL,NULL,Steadfast Networks,Steadfast Networks Network Operations Center,Steadfast - Production,NULL,NULL,AS32748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Direct Allocation,2012-03-12,NOZON,Steadfast Networks Network Operations Center,50.31.0.0/17,NET-16195.50.31.0.0/21,Steadfast Cloud Platform Customers,50.31.0.0/21,50.31.0.0 - 50.31.7.255,MAINT-16195.50.31.0.0/21,NET50 ( NET-50-0-0-0-0 ),NULL,NULL,NULL,NULL,NULL,+1-312-602-2689 ,+1-312-602-2689,NULL,60607,NULL,http://whois.arin.net/rest/net/NET-50-31-0-0-1,http://whois.arin.net/rest/org/NOZON,http://whois.arin.net/rest/poc/NOG3-ARIN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2011-02-02,2004-05-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4321,4321.,manage.steadfast.net ( Ubersmith RWhois Server V-3.1.4 ),NULL,NULL,ARIN,IL,NULL,NULL,NULL,NULL,NULL,725 S Wells St.,8th Floor,725 S Wells St.  8th Floor,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,5.11.128.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TR,NULL,2015-07-07 20:22:06 UTC,TURKCELL INTERNET,Maltepe Internet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@turkcell.com.tr,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+90 216 427 50 60,NULL,NULL,5.11.191.254,5.11.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.11.128.1,5.11.128.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.11.128.0/18,5.11.128.0/17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TR-TURKCELL,tr-turkcell,NULL,NULL,NULL,NULL,NULL,16382,32766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.192.0,255.255.128.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TR-TURKCELL-INTERNET,NULL,TIM96-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS16135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TIM96-RIPE,ASSIGNED PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Turkcell IP Manager,NULL,NULL,+90 216 458 10 00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.11.128.0/17,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Turkcell Kartal Plaza,31,Kartal ISTANBUL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
abuse@ovh.net,NULL,NULL,NULL,NULL,5.135.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FR,NULL,2015-07-07 20:22:06 UTC,serveur atf,OVH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@ovh.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.135.0.62,5.135.255.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.135.0.1,5.135.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.135.0.0/26,5.135.0.0/16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OVH-MNT,NULL,NULL,NULL,NULL,NULL,NULL,62,65534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.192,255.255.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ATOUTFRANCEFW,NULL,OTC2-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS16276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,OTC2-RIPE,ASSIGNED PA,OVH Technical Contact,OK217-RIPE,GM84-RIPE,SL10162-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.135.0.0/16,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,OVH SAS,2 rue Kellermann,59100 Roubaix,France,NULL,NULL,NULL,NULL,NULL,NULL
abuse@inetia.pl,NULL,NULL,NULL,NULL,5.226.86.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PL,NULL,2015-07-07 20:22:06 UTC,EVERSOFT Sp. z o.o.,ul. Altowa 28,Warszawa,NETIA,Netia SA,Poleczki 13,02-822 Warszawa,Poland,NULL,NULL,abuse@inetia.pl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+48( 22 )352 2213,NULL,NULL,5.226.86.86,5.226.127.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.226.86.81,5.226.64.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.226.86.80/29,5.226.64.0/18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NETIA-MNT,AS12741-MNT,NULL,NULL,NULL,NULL,NULL,6,16382,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.248,255.255.192.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,EVERSOFT-Warszawa,NULL,NT1264-RIPE,PR12281-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS12741,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,PR12281-RIPE,NT1264-RIPE,ASSIGNED PA,Netia Telekom S.A. Contact Role,MO3780-RIPE,KP2343-RIPE,AK3224-RIPE,RPOZ-RIPE,NULL,NULL,NULL,NULL,NULL,Pomylka Radoslaw,NULL,NULL,+48( 22 )352 0000,+48( 22 )352 2233,+48 505 272835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,In case of abuse from our address range,please contact     abuse@inetia.pl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.226.64.0/18,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Poleczki 13,02-822 Warszawa,Poland,ul. Altowa 28,Warszawa 02-386,NULL,NULL,NULL,NULL,NULL
abuse@ghostnet.de,NULL,NULL,NULL,NULL,5.230.0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DE,NULL,2015-07-07 20:22:06 UTC,GHOSTnet Network used for VPS Hosting Services,GHOSTnet GmbH IP Space,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,abuse@ghostnet.de,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+49 6172 185029,NULL,NULL,5.230.0.254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.230.0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.230.0.0/24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GHOSTNET-MNT,NULL,NULL,NULL,NULL,NULL,NULL,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DE-GHOSTNET-FRA-GN-HOSTING-VPS,NULL,GN-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AS12586,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GN-RIPE,ASSIGNED PA,GHOSTnet GmbH,GNSM-RIPE,GNSG-RIPE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+49 6172 185025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,INFRA-AW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.230.0.0/24,NULL,NULL,NULL,NULL,NULL,NULL,RIPE,NULL,NULL,NULL,NULL,NULL,NULL,Kaiser-Friedrich-Promenade 65,61348 Bad Homburg,Deutschland,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ip_admin@csloxinfo.net,domaster@loxinfo.co.th,NULL,NULL,NULL,58.137.40.64,domaster@loxinfo.co.th 20070320,ip_admin@csloxinfo.net 20101108,ip_admin@csloxinfo.net 20060703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TH,NULL,2015-07-07 20:22:06 UTC,reassign to   KCE Electronics PCL. ,contact  chalermsri@kce.co.th ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,chalermsri@kce.co.th,domaster@loxinfo.co.th,ip_admin@csloxinfo.net,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+66 2 2638790,+66-2263-8790,NULL,58.137.40.126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.137.40.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.137.40.64/26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LOXINFO-IS,IRT-CSLOXINFO-TH,NULL,NULL,NULL,NULL,NULL,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,255.255.255.192,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,kce-th,NULL,LIA1-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LIA1-AP,ASSIGNED NON-PORTABLE,IRT-CSLOXINFO-TH,Loxinfo IP Admins,DL85-AP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,+66 2 2638000,+66-2263-8000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CS LOXINFO PUBLIC COMPANY LIMITED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,APNIC,NULL,NULL,NULL,NULL,NULL,NULL,90 Cyber World Tower A  17-20th Floor,Ratchadapisek Road  Huai Khwang  Bangkok 10310,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
